id,site_id,title,price,sold_quantity,thumbnail
MLA1360788947,MLA,Samsung Galaxy S23 Ultra 12gb 256gb Color Cream,865999.0,250,http://http2.mlstatic.com/D_634820-MLU72491363640_102023-I.jpg
MLA1551465790,MLA, Moto G52 128 Gb  Azul 6 Gb Ram,194999.0,0,http://http2.mlstatic.com/D_670715-MLA50817056907_072022-I.jpg
MLA1392033031,MLA,Adaptador Usb-c 3.1 Tipo C Hembra A Usb 3.0 Tipo A Macho,1518.87,100,http://http2.mlstatic.com/D_695749-MLU71794051813_092023-I.jpg
MLA1553959262,MLA, Moto G23 128 Gb  Pearl White 4 Gb Ram,115799.0,5,http://http2.mlstatic.com/D_763992-MLU69822393347_062023-I.jpg
MLA1538614926,MLA,Samsung Galaxy A54 5g 128 Gb Awesome White 8 Gb Ram,289999.0,25,http://http2.mlstatic.com/D_831391-MLA70891226217_082023-I.jpg
MLA1249464556,MLA,Cel Quantum Q-rash 32gb 2gb Ram - Android 11 - Negro,42398.0,500,http://http2.mlstatic.com/D_708001-MLA51934702037_102022-I.jpg
MLA1403956362,MLA,Teléfono Celular Tcl 405 2+32 Dark Gray Rva,58999.0,500,http://http2.mlstatic.com/D_795954-MLU72491322888_102023-I.jpg
MLA1550191268,MLA,Power Bank Gadnic Con Display Metalico Celular 20000 Mah,33599.0,5,http://http2.mlstatic.com/D_741764-MLA48709221695_122021-I.jpg
MLA1361149297,MLA,Samsung Galaxy A04 64gb Color Negro,79999.0,500,http://http2.mlstatic.com/D_659423-MLU72275303536_102023-I.jpg
MLA1150509564,MLA,Quantum Q20 - Blanco - 128 Gb - 4 Gb,77299.0,500,http://http2.mlstatic.com/D_940194-MLA50185436946_062022-I.jpg
MLA1521786890,MLA,Moto G23 128gb 4gb Ram Azul ,116599.0,5,http://http2.mlstatic.com/D_783350-MLU70980433469_082023-I.jpg
MLA1329092913,MLA,Smartwatch Huawei Watch Fit New Active 1.64  Malla Graphite Black De  Silicona  Tia-b09,69999.0,50,http://http2.mlstatic.com/D_890826-MLU72598804313_102023-I.jpg
MLA1393509577,MLA,Samsung Galaxy S22 8gb 128gb Green,453072.0,0,http://http2.mlstatic.com/D_807549-MLU69495831981_052023-I.jpg
MLA1499292296,MLA,Tcl 403 32 Gb  Prime Black 2 Gb Ram,45699.0,50,http://http2.mlstatic.com/D_824883-MLA69965826571_062023-I.jpg
