id,site_id,title,price,sold_quantity,thumbnail
MLA1550221848,MLA,Bomba Sumergible De Pozo 2 Pulgadas Motorarg Micra 215 0.75 ,336400.0,0,http://http2.mlstatic.com/D_903358-MLU70329503136_072023-I.jpg
MLA1447334256,MLA,Electrobomba Gamma De Agua Periférica - G2763ar,41750.0,25,http://http2.mlstatic.com/D_646981-MLU72338781617_102023-I.jpg
MLA1381196365,MLA,Termómetro De Máxima Y Mínima Luft -40° A +50°c Para Colgar,20329.9,25,http://http2.mlstatic.com/D_788304-MLU72606111099_102023-I.jpg
MLA1285870652,MLA,Bomba Presurizadora Elevadora De Presión Automática 3 Baños,66310.0,50,http://http2.mlstatic.com/D_835422-MLA52434065006_112022-I.jpg
MLA1420606410,MLA,Bomba De Agua Centrífuga Qc100 Vasser 1hp 24mts 90 L/min ,125958.58,5,http://http2.mlstatic.com/D_814587-MLA50528846164_062022-I.jpg
MLA1387300827,MLA,Bomba Sumergible Rowa Sub 4rw 8/9 G- Monofasica C/ Tablero Color Acero,260791.25,5,http://http2.mlstatic.com/D_995562-MLU71542236784_092023-I.jpg
MLA1531048158,MLA,Bomba Desagote Agua Sucia Vasser - De 400ps 400 Watts,54835.26,5,http://http2.mlstatic.com/D_614094-MLU72636785077_112023-I.jpg
MLA1393439623,MLA,Soldadora Inverter Gamma Arc 130 G3469ara Azul Y Negra 50hz/60hz 220v,63990.0,25,http://http2.mlstatic.com/D_753987-MLA52106395765_102022-I.jpg
MLA1361356061,MLA,Bomba De Agua Periférica Vasser Qb60 0.5hp Monofasica 50hz,28587.0,5,http://http2.mlstatic.com/D_692660-MLU70044832482_062023-I.jpg
MLA1378543590,MLA,Bomba Presurizadora Rowa Tango 9 Sfl 0.15hp - 220v,162438.07,25,http://http2.mlstatic.com/D_968876-MLA54243846830_032023-I.jpg
MLA902005840,MLA,Hilo Electroplastico Electroplast 500 Metros Standard Full,7650.0,500,http://http2.mlstatic.com/D_956471-MLA46981229405_082021-I.jpg
MLA1544544176,MLA,"Termometro De Ambiente Interior Exterior 19,5 Cm Luft ",1608.85,100,http://http2.mlstatic.com/D_862575-MLU70804928859_072023-I.jpg
MLA1103445413,MLA,Kushiro Bp 80 - Negro - 220v - 50 Hz - 1 Hp - Monofásica,67200.0,25,http://http2.mlstatic.com/D_645615-MLU70065246141_062023-I.jpg
MLA1365632131,MLA,Hidrolavadora Eléctrica Kärcher K3 Black Edition Negra De 1500w Con 120bar De Presión Máxima 220v,106999.0,25,http://http2.mlstatic.com/D_974723-MLA49867127590_052022-I.jpg
MLA1429910488,MLA,Fluvial Fe 750 - Celeste - 220v - 50 Hz - 0.75 Hp,68000.0,200,http://http2.mlstatic.com/D_825931-MLA69469561205_052023-I.jpg
MLA1439018444,MLA,Soldadora Inverter Gladiator 170 A Ie8170 Compacta Lacueva,98682.37,5,http://http2.mlstatic.com/D_753601-MLA47159982443_082021-I.jpg
